Name,Clock,Stroke,Architecture,Path,Cores,Model,Threads Per Core,Type,Socket
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,3000.0000,1,x86_64,Gbt --> bls4,16,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,2,cpu,0
