dns_server,name,ip,mac,Path,speed
blc32.bl.pvt,eth0,10.0.1.105,0c:c4:7a:8f:f6:c8,Gbt --> blc32,1000
 ,eth1, ,0c:c4:7a:8f:f6:c9,Gbt --> blc32,NA
 ,eth2, ,0c:c4:7a:8f:f6:ca,Gbt --> blc32,NA
 ,eth3, ,0c:c4:7a:8f:f6:cb,Gbt --> blc32,NA
blc32-10-0.gb.nrao.edu,eth4,10.17.2.42,02:02:0a:11:02:2a,Gbt --> blc32,10000
blc32-10-1.gb.nrao.edu,eth5,10.17.2.170,02:02:0a:11:02:aa,Gbt --> blc32,-1
localhost.bl.pvt,lo,127.0.0.1, ,Gbt --> blc32,NA
