Name,Firmware,Stroke,Path,Serial,Type,Diskid,Size
Disk: 43,FS2A,1,Gbt --> bls4,27R3KAU4F56DTOSHIBA HDWE160                         FS2A,disk,43,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 44,FS2A,1,Gbt --> bls4,27RAKAS5F56DTOSHIBA HDWE160                         FS2A,disk,44,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 45,FS2A,1,Gbt --> bls4,27RAKAS4F56DTOSHIBA HDWE160                         FS2A,disk,45,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 53,FS2A,1,Gbt --> bls4,27RHK81VF56DTOSHIBA HDWE160                         FS2A,disk,53,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 46,FS2A,1,Gbt --> bls4,27R3KAU0F56DTOSHIBA HDWE160                         FS2A,disk,46,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 54,FS2A,1,Gbt --> bls4,27RFK40PF56DTOSHIBA HDWE160                         FS2A,disk,54,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 47,FS2A,1,Gbt --> bls4,27R9K93ZF56DTOSHIBA HDWE160                         FS2A,disk,47,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 55,FS2A,1,Gbt --> bls4,27RHK81RF56DTOSHIBA HDWE160                         FS2A,disk,55,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 52,FS2A,1,Gbt --> bls4,27R1KFUFF56DTOSHIBA HDWE160                         FS2A,disk,52,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 56,FS2A,1,Gbt --> bls4,27R3KAUBF56DTOSHIBA HDWE160                         FS2A,disk,56,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 49,FS2A,1,Gbt --> bls4,27RHK81NF56DTOSHIBA HDWE160                         FS2A,disk,49,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 62,FS2A,1,Gbt --> bls4,27R8K5NFF56DTOSHIBA HDWE160                         FS2A,disk,62,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 63,FS2A,1,Gbt --> bls4,27R3KASMF56DTOSHIBA HDWE160                         FS2A,disk,63,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 64,FS2A,1,Gbt --> bls4,27R3KATPF56DTOSHIBA HDWE160                         FS2A,disk,64,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 65,FS2A,1,Gbt --> bls4,27R3KATZF56DTOSHIBA HDWE160                         FS2A,disk,65,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 66,FS2A,1,Gbt --> bls4,27RAKAS1F56DTOSHIBA HDWE160                         FS2A,disk,66,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 67,FS2A,1,Gbt --> bls4,27R3KAU5F56DTOSHIBA HDWE160                         FS2A,disk,67,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 68,FS2A,1,Gbt --> bls4,27R3KAUAF56DTOSHIBA HDWE160                         FS2A,disk,68,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 69,FS2A,1,Gbt --> bls4,27RDK3FFF56DTOSHIBA HDWE160                         FS2A,disk,69,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 70,FS2A,1,Gbt --> bls4,27RDK3FHF56DTOSHIBA HDWE160                         FS2A,disk,70,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 71,FS2A,1,Gbt --> bls4,27RDK3FIF56DTOSHIBA HDWE160                         FS2A,disk,71,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 72,FS2A,1,Gbt --> bls4,27R3KAU7F56DTOSHIBA HDWE160                         FS2A,disk,72,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 38,FS2A,1,Gbt --> bls4,27RHK81TF56DTOSHIBA HDWE160                         FS2A,disk,38,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 41,FS2A,1,Gbt --> bls4,27R1KFUGF56DTOSHIBA HDWE160                         FS2A,disk,41,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 48,FS2A,1,Gbt --> bls4,27R3KAU9F56DTOSHIBA HDWE160                         FS2A,disk,48,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 39,FS2A,1,Gbt --> bls4,27RHK81MF56DTOSHIBA HDWE160                         FS2A,disk,39,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 50,FS2A,1,Gbt --> bls4,278WK086F56DTOSHIBA HDWE160                         FS2A,disk,50,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 51,FS2A,1,Gbt --> bls4,27RAKAS2F56DTOSHIBA HDWE160                         FS2A,disk,51,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 42,FS2A,1,Gbt --> bls4,27R3KATOF56DTOSHIBA HDWE160                         FS2A,disk,42,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 58,FS2A,1,Gbt --> bls4,27R3KAU6F56DTOSHIBA HDWE160                         FS2A,disk,58,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 60,FS2A,1,Gbt --> bls4,27R9K93VF56DTOSHIBA HDWE160                         FS2A,disk,60,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 40,FS2A,1,Gbt --> bls4,27R3KATXF56DTOSHIBA HDWE160                         FS2A,disk,40,5.458 TB [0x2baa0f4b0 Sectors]
Disk: 57,FS2A,1,Gbt --> bls4,27R3KAUCF56DTOSHIBA HDWE160                         FS2A,disk,57,5.458 TB [0x2baa0f4b0 Sectors]
