Serial Number,Other,Name,Classification,Speed/Capacity,Path,Make,Model
MAC: 0c:c4:7a:8f:f1:bc,ip: 10.0.1.97,eth0,"Hardware, NIC",1000,Gbt --> blc22, , 
MAC: 0c:c4:7a:8f:f1:bd, ,eth1,"Hardware, NIC",NA,Gbt --> blc22, , 
MAC: 0c:c4:7a:8f:f1:be, ,eth2,"Hardware, NIC",NA,Gbt --> blc22, , 
MAC: 0c:c4:7a:8f:f1:bf, ,eth3,"Hardware, NIC",NA,Gbt --> blc22, , 
MAC: 02:02:0a:11:02:22,ip: 10.17.2.34,eth4,"Hardware, NIC",10000,Gbt --> blc22, , 
MAC: 02:02:0a:11:02:a2,ip: 10.17.2.162,eth5,"Hardware, NIC",-1,Gbt --> blc22, , 
 ,ip: 127.0.0.1,lo,"Hardware, NIC",NA,Gbt --> blc22, , 
[Not Supported], ,GeForce GTX 1080,"Hardware, GPU",Memory: 8114,Gbt --> blc22,Nvidia,GeForce GTX 1080
Unknown,Socket: 0,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,"Hardware, CPU",Clock: 3000.0000,Gbt --> blc22,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
Unknown,Socket: 1,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,"Hardware, CPU",Clock: 3000.0000,Gbt --> blc22,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
 , ,Memory,"Hardware, Memory",65860656 kB,Gbt --> blc22, , 
 ,Bios version: 2.0,blc22,"System, COMPUTE", ,Gbt --> blc22,American Megatrends Inc., 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,96F3KH7TF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,9615K5FYF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,96F3KH7PF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,96D1KCOCF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,96DAK9K4F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86UHKBWSF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,9615K5FTF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,9615K5FUF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,96DAK9K3F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,96F1KCPPF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86UHKBWLF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,9611KCN0F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86UHKBXLF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,96F1KCP7F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86SFK89JF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86SFK89IF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86UHKBWKF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86SFK896F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,9615K5FVF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86PEKE80F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86PEKE7PF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc22,86P4KA9ZF57DTOSHIBA HDWE150                         FP2A, 
