dns_server,name,ip,mac,Path,speed
blc22.bl.pvt,eth0,10.0.1.97,0c:c4:7a:8f:f1:bc,Gbt --> blc22,1000
 ,eth1, ,0c:c4:7a:8f:f1:bd,Gbt --> blc22,NA
 ,eth2, ,0c:c4:7a:8f:f1:be,Gbt --> blc22,NA
 ,eth3, ,0c:c4:7a:8f:f1:bf,Gbt --> blc22,NA
blc22-10-0.gb.nrao.edu,eth4,10.17.2.34,02:02:0a:11:02:22,Gbt --> blc22,10000
blc22-10-1.gb.nrao.edu,eth5,10.17.2.162,02:02:0a:11:02:a2,Gbt --> blc22,-1
localhost.bl.pvt,lo,127.0.0.1, ,Gbt --> blc22,NA
