Name,Bios Version,Pciid,Node_Type,Stroke,Memory,Path,Serial,Type
GeForce GTX TITAN X,84.00.1F.00.90,0000:82:00.0,leaf,1,12207,Gbt --> blc04,0424115013852,gpu
