Name,Firmware,Stroke,Path,Serial,Type,Diskid,Size
Disk: 61,FP2A,1,Gbt --> blc34,963EKEB4F57DTOSHIBA HDWE150                         FP2A,disk,61,4.547 TB [0x24630d9b0 Sectors]
Disk: 67,FP2A,1,Gbt --> blc34,86SFK898F57DTOSHIBA HDWE150                         FP2A,disk,67,4.547 TB [0x24630d9b0 Sectors]
Disk: 60,FP2A,1,Gbt --> blc34,96F1KCQ9F57DTOSHIBA HDWE150                         FP2A,disk,60,4.547 TB [0x24630d9b0 Sectors]
Disk: 76,FP2A,1,Gbt --> blc34,96G2KJ8JF57DTOSHIBA HDWE150                         FP2A,disk,76,4.547 TB [0x24630d9b0 Sectors]
Disk: 63,FP2A,1,Gbt --> blc34,86P4KA9YF57DTOSHIBA HDWE150                         FP2A,disk,63,4.547 TB [0x24630d9b0 Sectors]
Disk: 69,FP2A,1,Gbt --> blc34,96F3KH7OF57DTOSHIBA HDWE150                         FP2A,disk,69,4.547 TB [0x24630d9b0 Sectors]
Disk: 64,FP2A,1,Gbt --> blc34,96DAK9K1F57DTOSHIBA HDWE150                         FP2A,disk,64,4.547 TB [0x24630d9b0 Sectors]
Disk: 74,FP2A,1,Gbt --> blc34,96DAK9JUF57DTOSHIBA HDWE150                         FP2A,disk,74,4.547 TB [0x24630d9b0 Sectors]
Disk: 65,FP2A,1,Gbt --> blc34,86V8K0TLF57DTOSHIBA HDWE150                         FP2A,disk,65,4.547 TB [0x24630d9b0 Sectors]
Disk: 70,FP2A,1,Gbt --> blc34,96G2KJ89F57DTOSHIBA HDWE150                         FP2A,disk,70,4.547 TB [0x24630d9b0 Sectors]
Disk: 66,FP2A,1,Gbt --> blc34,86P5K5EPF57DTOSHIBA HDWE150                         FP2A,disk,66,4.547 TB [0x24630d9b0 Sectors]
Disk: 62,FP2A,1,Gbt --> blc34,86SFK894F57DTOSHIBA HDWE150                         FP2A,disk,62,4.547 TB [0x24630d9b0 Sectors]
Disk: 71,FP2A,1,Gbt --> blc34,96F1KCPXF57DTOSHIBA HDWE150                         FP2A,disk,71,4.547 TB [0x24630d9b0 Sectors]
Disk: 68,FP2A,1,Gbt --> blc34,86SFK89DF57DTOSHIBA HDWE150                         FP2A,disk,68,4.547 TB [0x24630d9b0 Sectors]
Disk: 75,FP2A,1,Gbt --> blc34,963EKEB3F57DTOSHIBA HDWE150                         FP2A,disk,75,4.547 TB [0x24630d9b0 Sectors]
Disk: 73,FP2A,1,Gbt --> blc34,96DAK9JVF57DTOSHIBA HDWE150                         FP2A,disk,73,4.547 TB [0x24630d9b0 Sectors]
Disk: 78,FP2A,1,Gbt --> blc34,96G2KJ8DF57DTOSHIBA HDWE150                         FP2A,disk,78,4.547 TB [0x24630d9b0 Sectors]
Disk: 82,FP2A,1,Gbt --> blc34,86SFK89FF57DTOSHIBA HDWE150                         FP2A,disk,82,4.547 TB [0x24630d9b0 Sectors]
Disk: 77,FP2A,1,Gbt --> blc34,96G2KJ8HF57DTOSHIBA HDWE150                         FP2A,disk,77,4.547 TB [0x24630d9b0 Sectors]
Disk: 80,FP2A,1,Gbt --> blc34,86SFK895F57DTOSHIBA HDWE150                         FP2A,disk,80,4.547 TB [0x24630d9b0 Sectors]
Disk: 83,FP2A,1,Gbt --> blc34,86V8K0TOF57DTOSHIBA HDWE150                         FP2A,disk,83,4.547 TB [0x24630d9b0 Sectors]
Disk: 79,FP2A,1,Gbt --> blc34,96DAK9JYF57DTOSHIBA HDWE150                         FP2A,disk,79,4.547 TB [0x24630d9b0 Sectors]
