Serial Number,Other,Name,Classification,Speed/Capacity,Path,Make,Model
MAC: 0c:c4:7a:8f:f3:ac,ip: 10.0.1.107,eth0,"Hardware, NIC",1000,Gbt --> blc34, , 
MAC: 0c:c4:7a:8f:f3:ad, ,eth1,"Hardware, NIC",NA,Gbt --> blc34, , 
MAC: 0c:c4:7a:8f:f3:ae, ,eth2,"Hardware, NIC",NA,Gbt --> blc34, , 
MAC: 0c:c4:7a:8f:f3:af, ,eth3,"Hardware, NIC",NA,Gbt --> blc34, , 
MAC: 02:02:0a:11:02:2c,ip: 10.17.2.44,eth4,"Hardware, NIC",10000,Gbt --> blc34, , 
MAC: 02:02:0a:11:02:ac,ip: 10.17.2.172,eth5,"Hardware, NIC",-1,Gbt --> blc34, , 
 ,ip: 127.0.0.1,lo,"Hardware, NIC",NA,Gbt --> blc34, , 
[Not Supported], ,GeForce GTX 1080,"Hardware, GPU",Memory: 8114,Gbt --> blc34,Nvidia,GeForce GTX 1080
Unknown,Socket: 0,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,"Hardware, CPU",Clock: 3000.0000,Gbt --> blc34,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
Unknown,Socket: 1,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,"Hardware, CPU",Clock: 3000.0000,Gbt --> blc34,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
 , ,Memory,"Hardware, Memory",65860644 kB,Gbt --> blc34, , 
 ,Bios version: 2.0,blc34,"System, COMPUTE", ,Gbt --> blc34,American Megatrends Inc., 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,963EKEB4F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86SFK898F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96F1KCQ9F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96G2KJ8JF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86P4KA9YF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96F3KH7OF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96DAK9K1F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96DAK9JUF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86V8K0TLF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96G2KJ89F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86P5K5EPF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86SFK894F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96F1KCPXF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86SFK89DF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,963EKEB3F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96DAK9JVF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96G2KJ8DF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86SFK89FF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96G2KJ8HF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86SFK895F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,86V8K0TOF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc34,96DAK9JYF57DTOSHIBA HDWE150                         FP2A, 
