Name,Firmware,Stroke,Path,Serial,Type,Diskid,Size
Disk: 5,FP2A,1,Gbt --> blc20,96FBK4USF57DTOSHIBA HDWE150                         FP2A,disk,5,4.547 TB [0x24630d9b0 Sectors]
Disk: 9,FP2A,1,Gbt --> blc20,96F1KCQBF57DTOSHIBA HDWE150                         FP2A,disk,9,4.547 TB [0x24630d9b0 Sectors]
Disk: 6,FP2A,1,Gbt --> blc20,96E9K94ZF57DTOSHIBA HDWE150                         FP2A,disk,6,4.547 TB [0x24630d9b0 Sectors]
Disk: 15,FP2A,1,Gbt --> blc20,96F1KCOVF57DTOSHIBA HDWE150                         FP2A,disk,15,4.547 TB [0x24630d9b0 Sectors]
Disk: 8,FP2A,1,Gbt --> blc20,96GIK4MMF57DTOSHIBA HDWE150                         FP2A,disk,8,4.547 TB [0x24630d9b0 Sectors]
Disk: 19,FP2A,1,Gbt --> blc20,96GIK4MNF57DTOSHIBA HDWE150                         FP2A,disk,19,4.547 TB [0x24630d9b0 Sectors]
Disk: 4,FP2A,1,Gbt --> blc20,96FBK4UWF57DTOSHIBA HDWE150                         FP2A,disk,4,4.547 TB [0x24630d9b0 Sectors]
Disk: 17,FP2A,1,Gbt --> blc20,96F4KACLF57DTOSHIBA HDWE150                         FP2A,disk,17,4.547 TB [0x24630d9b0 Sectors]
Disk: 10,FP2A,1,Gbt --> blc20,96F1KCOWF57DTOSHIBA HDWE150                         FP2A,disk,10,4.547 TB [0x24630d9b0 Sectors]
Disk: 18,FP2A,1,Gbt --> blc20,96F1KCPSF57DTOSHIBA HDWE150                         FP2A,disk,18,4.547 TB [0x24630d9b0 Sectors]
Disk: 13,FP2A,1,Gbt --> blc20,96DAK9K7F57DTOSHIBA HDWE150                         FP2A,disk,13,4.547 TB [0x24630d9b0 Sectors]
Disk: 7,FP2A,1,Gbt --> blc20,96FBK4UVF57DTOSHIBA HDWE150                         FP2A,disk,7,4.547 TB [0x24630d9b0 Sectors]
Disk: 14,FP2A,1,Gbt --> blc20,96F4KAC9F57DTOSHIBA HDWE150                         FP2A,disk,14,4.547 TB [0x24630d9b0 Sectors]
Disk: 12,FP2A,1,Gbt --> blc20,96F1KCP2F57DTOSHIBA HDWE150                         FP2A,disk,12,4.547 TB [0x24630d9b0 Sectors]
Disk: 21,FP2A,1,Gbt --> blc20,96F3KH7WF57DTOSHIBA HDWE150                         FP2A,disk,21,4.547 TB [0x24630d9b0 Sectors]
Disk: 23,FP2A,1,Gbt --> blc20,96F3KH7QF57DTOSHIBA HDWE150                         FP2A,disk,23,4.547 TB [0x24630d9b0 Sectors]
Disk: 22,FP2A,1,Gbt --> blc20,96HHKC20F57DTOSHIBA HDWE150                         FP2A,disk,22,4.547 TB [0x24630d9b0 Sectors]
Disk: 20,FP2A,1,Gbt --> blc20,96F1KCOMF57DTOSHIBA HDWE150                         FP2A,disk,20,4.547 TB [0x24630d9b0 Sectors]
Disk: 25,FP2A,1,Gbt --> blc20,96EBK4U2F57DTOSHIBA HDWE150                         FP2A,disk,25,4.547 TB [0x24630d9b0 Sectors]
Disk: 26,FP2A,1,Gbt --> blc20,96F1KCP9F57DTOSHIBA HDWE150                         FP2A,disk,26,4.547 TB [0x24630d9b0 Sectors]
Disk: 27,FP2A,1,Gbt --> blc20,96FAK9LTF57DTOSHIBA HDWE150                         FP2A,disk,27,4.547 TB [0x24630d9b0 Sectors]
Disk: 24,FP2A,1,Gbt --> blc20,96G4KACOF57DTOSHIBA HDWE150                         FP2A,disk,24,4.547 TB [0x24630d9b0 Sectors]
