Name,Clock,Stroke,Architecture,Path,Cores,Model,Threads Per Core,Type,Socket
Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,3200.0000,1,x86_64,Gbt --> blc13,6,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,1,cpu,0
