Name,Firmware,Stroke,Path,Serial,Type,Diskid,Size
Disk: 10,FP2A,1,Gbt --> blc01,85A4K6KSF57DTOSHIBA HDWE150                         FP2A,disk,10,4.547 TB [0x24630d9b0 Sectors]
Disk: 17,FP2A,1,Gbt --> blc01,85H7K658F57DTOSHIBA HDWE150                         FP2A,disk,17,4.547 TB [0x24630d9b0 Sectors]
Disk: 11,FP2A,1,Gbt --> blc01,85K5K337F57DTOSHIBA HDWE150                         FP2A,disk,11,4.547 TB [0x24630d9b0 Sectors]
Disk: 18,FP2A,1,Gbt --> blc01,85I1K59ZF57DTOSHIBA HDWE150                         FP2A,disk,18,4.547 TB [0x24630d9b0 Sectors]
Disk: 12,FP2A,1,Gbt --> blc01,85K2KD7AF57DTOSHIBA HDWE150                         FP2A,disk,12,4.547 TB [0x24630d9b0 Sectors]
Disk: 19,FP2A,1,Gbt --> blc01,85K3KBZIF57DTOSHIBA HDWE150                         FP2A,disk,19,4.547 TB [0x24630d9b0 Sectors]
Disk: 13,FP2A,1,Gbt --> blc01,85H1K58VF57DTOSHIBA HDWE150                         FP2A,disk,13,4.547 TB [0x24630d9b0 Sectors]
Disk: 21,FP2A,1,Gbt --> blc01,85M2KDCOF57DTOSHIBA HDWE150                         FP2A,disk,21,4.547 TB [0x24630d9b0 Sectors]
Disk: 15,FP2A,1,Gbt --> blc01,8596KAX7F57DTOSHIBA HDWE150                         FP2A,disk,15,4.547 TB [0x24630d9b0 Sectors]
Disk: 14,FP2A,1,Gbt --> blc01,85L8K48XF57DTOSHIBA HDWE150                         FP2A,disk,14,4.547 TB [0x24630d9b0 Sectors]
Disk: 16,FP2A,1,Gbt --> blc01,85KHK7USF57DTOSHIBA HDWE150                         FP2A,disk,16,4.547 TB [0x24630d9b0 Sectors]
Disk: 20,FP2A,1,Gbt --> blc01,85KHK7UNF57DTOSHIBA HDWE150                         FP2A,disk,20,4.547 TB [0x24630d9b0 Sectors]
Disk: 28,FP2A,1,Gbt --> blc01,8597K5QQF57DTOSHIBA HDWE150                         FP2A,disk,28,4.547 TB [0x24630d9b0 Sectors]
Disk: 31,FP2A,1,Gbt --> blc01,85M7K6FNF57DTOSHIBA HDWE150                         FP2A,disk,31,4.547 TB [0x24630d9b0 Sectors]
Disk: 32,FP2A,1,Gbt --> blc01,85I2KD3GF57DTOSHIBA HDWE150                         FP2A,disk,32,4.547 TB [0x24630d9b0 Sectors]
Disk: 33,FP2A,1,Gbt --> blc01,859AK43QF57DTOSHIBA HDWE150                         FP2A,disk,33,4.547 TB [0x24630d9b0 Sectors]
Disk: 22,FP2A,1,Gbt --> blc01,8591K4G7F57DTOSHIBA HDWE150                         FP2A,disk,22,4.547 TB [0x24630d9b0 Sectors]
Disk: 23,FP2A,1,Gbt --> blc01,85J2KD4OF57DTOSHIBA HDWE150                         FP2A,disk,23,4.547 TB [0x24630d9b0 Sectors]
Disk: 24,FP2A,1,Gbt --> blc01,85MAK4QQF57DTOSHIBA HDWE150                         FP2A,disk,24,4.547 TB [0x24630d9b0 Sectors]
Disk: 25,FP2A,1,Gbt --> blc01,85MAK4Q6F57DTOSHIBA HDWE150                         FP2A,disk,25,4.547 TB [0x24630d9b0 Sectors]
Disk: 26,FP2A,1,Gbt --> blc01,85J7K66DF57DTOSHIBA HDWE150                         FP2A,disk,26,4.547 TB [0x24630d9b0 Sectors]
Disk: 27,FP2A,1,Gbt --> blc01,85A4K6L8F57DTOSHIBA HDWE150                         FP2A,disk,27,4.547 TB [0x24630d9b0 Sectors]
