Name,Clock,Stroke,Architecture,Path,Cores,Model,Threads Per Core,Type,Socket
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,3000.0000,1,x86_64,Digilab --> blc01,8,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,1,cpu,0
