Serial Number,Other,Name,Classification,Speed/Capacity,Path,Make,Model
MAC: 0c:c4:7a:8e:7a:18,ip: 10.0.1.93,eth0,"Hardware, NIC",1000,Gbt --> bls2, , 
MAC: 0c:c4:7a:8e:7a:19, ,eth1,"Hardware, NIC",NA,Gbt --> bls2, , 
MAC: 0c:c4:7a:8e:7a:1a, ,eth2,"Hardware, NIC",NA,Gbt --> bls2, , 
MAC: 0c:c4:7a:8e:7a:1b, ,eth3,"Hardware, NIC",NA,Gbt --> bls2, , 
MAC: 02:02:0a:11:02:6a,ip: 10.17.2.106,eth4,"Hardware, NIC",10000,Gbt --> bls2, , 
MAC: 02:02:0a:11:02:86,ip: 10.17.2.134,eth5,"Hardware, NIC",10000,Gbt --> bls2, , 
 ,ip: 127.0.0.1,lo,"Hardware, NIC",NA,Gbt --> bls2, , 
Unknown,Socket: 0,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,"Hardware, CPU",Clock: 3000.0000,Gbt --> bls2,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
Unknown,Socket: 1,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,"Hardware, CPU",Clock: 3000.0000,Gbt --> bls2,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
 , ,Memory,"Hardware, Memory",65858544 kB,Gbt --> bls2, , 
 ,Bios version: 2.0,bls2,"System, STORAGE", ,Gbt --> bls2,American Megatrends Inc., 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46BBK3DTFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46BBK3DXFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46BCK1KDFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46B4K4ROFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46B4K4RWFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TQFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TOFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TWFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46BBK3DVFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46BAK69RFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TRFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46ACK1JMFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TMFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46ACK1JJFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TUFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TKFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TVFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A3K5TNFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A2K8SEFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A2K8SHFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46A2K8SFFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46F2K8X2FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46B1K9GKFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46BAK69VFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46BAK69UFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls2,46BAK69OFFQCTOSHIBA MD04ACA600                      FS2A, 
