Name,Firmware,Stroke,Path,Serial,Type,Diskid,Size
Disk: 8,FP2A,1,Gbt --> blc23,86PEKE7ZF57DTOSHIBA HDWE150                         FP2A,disk,8,4.547 TB [0x24630d9b0 Sectors]
Disk: 6,FP2A,1,Gbt --> blc23,96G5K5GEF57DTOSHIBA HDWE150                         FP2A,disk,6,4.547 TB [0x24630d9b0 Sectors]
Disk: 5,FP2A,1,Gbt --> blc23,8598K3S0F57DTOSHIBA HDWE150                         FP2A,disk,5,4.547 TB [0x24630d9b0 Sectors]
Disk: 11,FP2A,1,Gbt --> blc23,86T1KCLOF57DTOSHIBA HDWE150                         FP2A,disk,11,4.547 TB [0x24630d9b0 Sectors]
Disk: 12,FP2A,1,Gbt --> blc23,86V8K0TNF57DTOSHIBA HDWE150                         FP2A,disk,12,4.547 TB [0x24630d9b0 Sectors]
Disk: 18,FP2A,1,Gbt --> blc23,86V8K0TDF57DTOSHIBA HDWE150                         FP2A,disk,18,4.547 TB [0x24630d9b0 Sectors]
Disk: 7,FP2A,1,Gbt --> blc23,86PEKE7OF57DTOSHIBA HDWE150                         FP2A,disk,7,4.547 TB [0x24630d9b0 Sectors]
Disk: 17,FP2A,1,Gbt --> blc23,96ECK16JF57DTOSHIBA HDWE150                         FP2A,disk,17,4.547 TB [0x24630d9b0 Sectors]
Disk: 9,FP2A,1,Gbt --> blc23,96DAK9K2F57DTOSHIBA HDWE150                         FP2A,disk,9,4.547 TB [0x24630d9b0 Sectors]
Disk: 16,FP2A,1,Gbt --> blc23,96G2KJ8EF57DTOSHIBA HDWE150                         FP2A,disk,16,4.547 TB [0x24630d9b0 Sectors]
Disk: 10,FP2A,1,Gbt --> blc23,96G2KJ88F57DTOSHIBA HDWE150                         FP2A,disk,10,4.547 TB [0x24630d9b0 Sectors]
Disk: 15,FP2A,1,Gbt --> blc23,9615K5FZF57DTOSHIBA HDWE150                         FP2A,disk,15,4.547 TB [0x24630d9b0 Sectors]
Disk: 21,FP2A,1,Gbt --> blc23,9615K5FXF57DTOSHIBA HDWE150                         FP2A,disk,21,4.547 TB [0x24630d9b0 Sectors]
Disk: 14,FP2A,1,Gbt --> blc23,96G2KJ8FF57DTOSHIBA HDWE150                         FP2A,disk,14,4.547 TB [0x24630d9b0 Sectors]
Disk: 4,FP2A,1,Gbt --> blc23,86P4KA9TF57DTOSHIBA HDWE150                         FP2A,disk,4,4.547 TB [0x24630d9b0 Sectors]
Disk: 22,FP2A,1,Gbt --> blc23,86P4KA9WF57DTOSHIBA HDWE150                         FP2A,disk,22,4.547 TB [0x24630d9b0 Sectors]
Disk: 20,FP2A,1,Gbt --> blc23,96G5K5GCF57DTOSHIBA HDWE150                         FP2A,disk,20,4.547 TB [0x24630d9b0 Sectors]
Disk: 23,FP2A,1,Gbt --> blc23,96FEKEEBF57DTOSHIBA HDWE150                         FP2A,disk,23,4.547 TB [0x24630d9b0 Sectors]
Disk: 19,FP2A,1,Gbt --> blc23,96FEKEEJF57DTOSHIBA HDWE150                         FP2A,disk,19,4.547 TB [0x24630d9b0 Sectors]
Disk: 26,FP2A,1,Gbt --> blc23,96G5K5GFF57DTOSHIBA HDWE150                         FP2A,disk,26,4.547 TB [0x24630d9b0 Sectors]
Disk: 24,FP2A,1,Gbt --> blc23,96FDK0EBF57DTOSHIBA HDWE150                         FP2A,disk,24,4.547 TB [0x24630d9b0 Sectors]
Disk: 25,FP2A,1,Gbt --> blc23,96G5K5GDF57DTOSHIBA HDWE150                         FP2A,disk,25,4.547 TB [0x24630d9b0 Sectors]
