Serial Number,Other,Name,Classification,Speed/Capacity,Path,Make,Model
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46A7K7RHFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46A3K5SSFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46AAK657FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46ACK1J7FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46AAK60UFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46A3K5TLFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46ACK1JKFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46A2K8SIFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46BEK4J3FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46BAK69NFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46BBK3E7FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46BAK69MFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46BBK3E5FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46BAK69QFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46A9K4X7FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46A9K4X5FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46BAK69PFFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46A8K1L6FFQCTOSHIBA MD04ACA600                      FS2A, 
MD04ACA600, ,Samsung,"Hardware, Disk",5.458 TB [0x2baa0f4b0 Sectors],Gbt --> bls1,46A8K1L8FFQCTOSHIBA MD04ACA600                      FS2A, 
