dns_server,name,ip,mac,Path,speed
blc23.bl.pvt,eth0,10.0.1.97,ac:1f:6b:2c:00:e0,Parkes --> blc23,1000
 ,eth1, ,ac:1f:6b:2c:00:e1,Parkes --> blc23,NA
 ,eth2, ,ac:1f:6b:2c:00:e2,Parkes --> blc23,NA
 ,eth3, ,ac:1f:6b:2c:00:e3,Parkes --> blc23,NA
blc23-4.tenge.pvt,eth4,10.10.10.27,02:02:0a:0a:0a:1b,Parkes --> blc23,10000
blc23-5.tenge.pvt,eth5,10.10.10.155,02:02:0a:0a:0a:9b,Parkes --> blc23,-1
localhost.bl.pvt,lo,127.0.0.1, ,Parkes --> blc23,NA
