Serial Number,Other,Name,Classification,Speed/Capacity,Path,Make,Model
MAC: 0c:c4:7a:ba:cc:38,ip: 10.0.1.78,eth0,"Hardware, NIC",1000,Gbt --> blc04, , 
MAC: 0c:c4:7a:ba:cc:39, ,eth1,"Hardware, NIC",NA,Gbt --> blc04, , 
MAC: 0c:c4:7a:ba:cc:3a, ,eth2,"Hardware, NIC",NA,Gbt --> blc04, , 
MAC: 0c:c4:7a:ba:cc:3b, ,eth3,"Hardware, NIC",NA,Gbt --> blc04, , 
MAC: 02:02:0a:11:02:14,ip: 10.17.2.20,eth4,"Hardware, NIC",10000,Gbt --> blc04, , 
MAC: 02:02:0a:11:02:94,ip: 10.17.2.148,eth5,"Hardware, NIC",10000,Gbt --> blc04, , 
 ,ip: 127.0.0.1,lo,"Hardware, NIC",NA,Gbt --> blc04, , 
0424115013852, ,GeForce GTX TITAN X,"Hardware, GPU",Memory: 12207,Gbt --> blc04,Nvidia,GeForce GTX TITAN X
Unknown,Socket: 0,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,"Hardware, CPU",Clock: 3200.0000,Gbt --> blc04,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz
Unknown,Socket: 1,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,"Hardware, CPU",Clock: 3200.0000,Gbt --> blc04,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz
 , ,Memory,"Hardware, Memory",65867564 kB,Gbt --> blc04, , 
 ,Bios version: 1.0b,blc04,"System, COMPUTE", ,Gbt --> blc04,American Megatrends Inc., 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5I1K9G7F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5I1K9G8F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5I5K4IJF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5I5K4I5F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5H7K9WCF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5IEKC5AF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5H8K6H9F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5I3KF1JF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5H7K9W6F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5I5K4IMF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5I1K9GBF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,Z5IHKA1DF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85KGK6YNF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85H1K58YF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85H7K65HF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85I2KD3CF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85M9K5INF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85A4K6L6F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85K5K32JF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85A9K500F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85KIK1FEF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc04,85K6KBBGF57DTOSHIBA HDWE150                         FP2A, 
