Name,Firmware,Stroke,Path,Serial,Type,Diskid,Size
Disk: 11,FP2A,1,Gbt --> blc06,85J9K5BUF57DTOSHIBA HDWE150                         FP2A,disk,11,4.547 TB [0x24630d9b0 Sectors]
Disk: 23,FP2A,1,Gbt --> blc06,85M5K35ZF57DTOSHIBA HDWE150                         FP2A,disk,23,4.547 TB [0x24630d9b0 Sectors]
Disk: 12,FP2A,1,Gbt --> blc06,85MAK4QTF57DTOSHIBA HDWE150                         FP2A,disk,12,4.547 TB [0x24630d9b0 Sectors]
Disk: 16,FP2A,1,Gbt --> blc06,8581K4E8F57DTOSHIBA HDWE150                         FP2A,disk,16,4.547 TB [0x24630d9b0 Sectors]
Disk: 13,FP2A,1,Gbt --> blc06,85J3KBXGF57DTOSHIBA HDWE150                         FP2A,disk,13,4.547 TB [0x24630d9b0 Sectors]
Disk: 20,FP2A,1,Gbt --> blc06,85A1K4L4F57DTOSHIBA HDWE150                         FP2A,disk,20,4.547 TB [0x24630d9b0 Sectors]
Disk: 14,FP2A,1,Gbt --> blc06,85A4K6KVF57DTOSHIBA HDWE150                         FP2A,disk,14,4.547 TB [0x24630d9b0 Sectors]
Disk: 25,FP2A,1,Gbt --> blc06,85J3KBY6F57DTOSHIBA HDWE150                         FP2A,disk,25,4.547 TB [0x24630d9b0 Sectors]
Disk: 15,FP2A,1,Gbt --> blc06,85A8K3TNF57DTOSHIBA HDWE150                         FP2A,disk,15,4.547 TB [0x24630d9b0 Sectors]
Disk: 21,FP2A,1,Gbt --> blc06,85A4K6JBF57DTOSHIBA HDWE150                         FP2A,disk,21,4.547 TB [0x24630d9b0 Sectors]
Disk: 17,FP2A,1,Gbt --> blc06,85I1K59SF57DTOSHIBA HDWE150                         FP2A,disk,17,4.547 TB [0x24630d9b0 Sectors]
Disk: 18,FP2A,1,Gbt --> blc06,85J2KD59F57DTOSHIBA HDWE150                         FP2A,disk,18,4.547 TB [0x24630d9b0 Sectors]
Disk: 24,FP2A,1,Gbt --> blc06,85J2KD4QF57DTOSHIBA HDWE150                         FP2A,disk,24,4.547 TB [0x24630d9b0 Sectors]
Disk: 19,FP2A,1,Gbt --> blc06,85J1K5BEF57DTOSHIBA HDWE150                         FP2A,disk,19,4.547 TB [0x24630d9b0 Sectors]
Disk: 33,FP2A,1,Gbt --> blc06,85M7K6FLF57DTOSHIBA HDWE150                         FP2A,disk,33,4.547 TB [0x24630d9b0 Sectors]
Disk: 29,FP2A,1,Gbt --> blc06,85M4K723F57DTOSHIBA HDWE150                         FP2A,disk,29,4.547 TB [0x24630d9b0 Sectors]
Disk: 26,FP2A,1,Gbt --> blc06,85KEKA3QF57DTOSHIBA HDWE150                         FP2A,disk,26,4.547 TB [0x24630d9b0 Sectors]
Disk: 31,FP2A,1,Gbt --> blc06,85I1K5AHF57DTOSHIBA HDWE150                         FP2A,disk,31,4.547 TB [0x24630d9b0 Sectors]
Disk: 10,FP2A,1,Gbt --> blc06,85J2KD56F57DTOSHIBA HDWE150                         FP2A,disk,10,4.547 TB [0x24630d9b0 Sectors]
Disk: 27,FP2A,1,Gbt --> blc06,85K1K5E4F57DTOSHIBA HDWE150                         FP2A,disk,27,4.547 TB [0x24630d9b0 Sectors]
Disk: 32,FP2A,1,Gbt --> blc06,85I1K5A8F57DTOSHIBA HDWE150                         FP2A,disk,32,4.547 TB [0x24630d9b0 Sectors]
Disk: 30,FP2A,1,Gbt --> blc06,85J3KBXEF57DTOSHIBA HDWE150                         FP2A,disk,30,4.547 TB [0x24630d9b0 Sectors]
