Serial Number,Other,Name,Classification,Speed/Capacity,Path,Make,Model
MAC: 0c:c4:7a:8e:05:fc,ip: 10.0.1.85,eth0,"Hardware, NIC",1000,Gbt --> blc13, , 
MAC: 0c:c4:7a:8e:05:fd, ,eth1,"Hardware, NIC",NA,Gbt --> blc13, , 
MAC: 0c:c4:7a:8e:05:fe, ,eth2,"Hardware, NIC",NA,Gbt --> blc13, , 
MAC: 0c:c4:7a:8e:05:ff, ,eth3,"Hardware, NIC",NA,Gbt --> blc13, , 
MAC: 02:02:0a:11:02:1b,ip: 10.17.2.27,eth4,"Hardware, NIC",10000,Gbt --> blc13, , 
MAC: 02:02:0a:11:02:9b,ip: 10.17.2.155,eth5,"Hardware, NIC",-1,Gbt --> blc13, , 
 ,ip: 127.0.0.1,lo,"Hardware, NIC",NA,Gbt --> blc13, , 
[Not Supported], ,GeForce GTX 1080,"Hardware, GPU",Memory: 8114,Gbt --> blc13,Nvidia,GeForce GTX 1080
Unknown,Socket: 0,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,"Hardware, CPU",Clock: 3200.0000,Gbt --> blc13,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz
Unknown,Socket: 1,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,"Hardware, CPU",Clock: 3200.0000,Gbt --> blc13,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz
 , ,Memory,"Hardware, Memory",65861264 kB,Gbt --> blc13, , 
 ,Bios version: 2.0,blc13,"System, COMPUTE", ,Gbt --> blc13,American Megatrends Inc., 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5D7K9S6F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I3KF1DF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I3KF05F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I3KF1MF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I3KF1NF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I3KF0AF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I6KDJZF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5H1K98KF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I4K8UQF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I3KF1HF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5SBY04DF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I6KDIZF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I5K4HSF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5H1K98NF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I3KF12F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I6KDJXF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5H8K6HAF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I6KDJLF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I6KDJ1F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I3KF10F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5H4K8Q1F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc13,Z5I5K4IOF57DTOSHIBA HDWE150                         FP2A, 
