Serial Number,Other,Name,Classification,Speed/Capacity,Path,Make,Model
MAC: 0c:c4:7a:88:55:44,ip: 10.0.1.110,eth0,"Hardware, NIC",1000,Gbt --> blc37, , 
MAC: 0c:c4:7a:88:55:45, ,eth1,"Hardware, NIC",NA,Gbt --> blc37, , 
MAC: 0c:c4:7a:88:55:46, ,eth2,"Hardware, NIC",NA,Gbt --> blc37, , 
MAC: 0c:c4:7a:88:55:47, ,eth3,"Hardware, NIC",NA,Gbt --> blc37, , 
MAC: 02:02:0a:11:02:2f,ip: 10.17.2.47,eth4,"Hardware, NIC",10000,Gbt --> blc37, , 
MAC: 02:02:0a:11:02:af,ip: 10.17.2.175,eth5,"Hardware, NIC",-1,Gbt --> blc37, , 
 ,ip: 127.0.0.1,lo,"Hardware, NIC",NA,Gbt --> blc37, , 
[Not Supported], ,GeForce GTX 1080,"Hardware, GPU",Memory: 8114,Gbt --> blc37,Nvidia,GeForce GTX 1080
Unknown,Socket: 0,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,"Hardware, CPU",Clock: 3000.0000,Gbt --> blc37,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
Unknown,Socket: 1,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,"Hardware, CPU",Clock: 3000.0000,Gbt --> blc37,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
 , ,Memory,"Hardware, Memory",65860644 kB,Gbt --> blc37, , 
 ,Bios version: 2.0,blc37,"System, COMPUTE", ,Gbt --> blc37,American Megatrends Inc., 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86S3Y91WF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,963EKEB0F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86T4KAALF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86V9K930F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86V8K0TMF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86V8K0TFF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86V8K0TJF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86T4KAAUF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86P5K5ERF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,963EKEB6F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86T1KCM0F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,96HHKC1SF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,96GIK4MKF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,96FBK4UMF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,96FBK4ULF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86P4KA9XF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86SIK4L6F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,96HHKC1QF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,96HHKC1TF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,96FBK4UXF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,96G2KJ84F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc37,86T1KCM1F57DTOSHIBA HDWE150                         FP2A, 
