Serial Number,Other,Name,Classification,Speed/Capacity,Path,Make,Model
MAC: 0c:c4:7a:8e:0e:40,ip: 10.0.1.91,eth0,"Hardware, NIC",1000,Gbt --> blc17, , 
MAC: 0c:c4:7a:8e:0e:41, ,eth1,"Hardware, NIC",NA,Gbt --> blc17, , 
MAC: 0c:c4:7a:8e:0e:42, ,eth2,"Hardware, NIC",NA,Gbt --> blc17, , 
MAC: 0c:c4:7a:8e:0e:43, ,eth3,"Hardware, NIC",NA,Gbt --> blc17, , 
MAC: 02:02:0a:11:02:1f,ip: 10.17.2.31,eth4,"Hardware, NIC",10000,Gbt --> blc17, , 
MAC: 02:02:0a:11:02:9f,ip: 10.17.2.159,eth5,"Hardware, NIC",-1,Gbt --> blc17, , 
 ,ip: 127.0.0.1,lo,"Hardware, NIC",NA,Gbt --> blc17, , 
[Not Supported], ,GeForce GTX 1080,"Hardware, GPU",Memory: 8114,Gbt --> blc17,Nvidia,GeForce GTX 1080
Unknown,Socket: 0,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,"Hardware, CPU",Clock: 3200.0000,Gbt --> blc17,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz
Unknown,Socket: 1,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,"Hardware, CPU",Clock: 3200.0000,Gbt --> blc17,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz
 , ,Memory,"Hardware, Memory",49346216 kB,Gbt --> blc17, , 
 ,Bios version: 2.0,blc17,"System, COMPUTE", ,Gbt --> blc17,American Megatrends Inc., 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I5K4HTF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I3KF0BF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I5K4IEF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I3KF1LF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I3KF09F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I4K8UOF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I1K9FUF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I3KF03F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I3KF0DF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5IHKA18F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I3KF19F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I5K4IGF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5O1K9YNF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5S8Y064F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I5K4IFF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I3KF0XF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5HDKBHPF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I6KDI6F57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I6KDJIF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I6KDJHF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I6KDJWF57DTOSHIBA HDWE150                         FP2A, 
HDWE150, ,Samsung,"Hardware, Disk",4.547 TB [0x24630d9b0 Sectors],Gbt --> blc17,Z5I5K4J5F57DTOSHIBA HDWE150                         FP2A, 
