Name,Bios Version,Pciid,Node_Type,Stroke,Memory,Path,Serial,Type
GeForce GTX 1080,86.04.3B.00.90,0000:82:00.0,leaf,1,8114,Gbt --> blc23,[Not Supported],gpu
